WORD,CORPUS,FREQ
discovered,perl,1
discusses,python,1
discussing,perl,1
discussion,python,1
dismays,perl,1
disparate,python,1
dispatch,perl,1
disprove,perl,1
distinction,perl,1
distinguishable,python,1
distributed,perl,1
distributes,perl,1
dive,python,1
diverged,perl,1
divide,perl,1
divides,perl,1
division,python,1
doctest,python,1
doctrines,python,1
document,perl,1
documented,perl,1
documented,python,1
documents,python,1
doing,python,1
don't,python,1
double,python,1
download,python,1
downloaded,perl,1
downloads,python,1
dozen,perl,1
drake,python,1
drawn,python,1
driver,perl,1
drivers,perl,1
duck,python,1
duct,perl,1
due,perl,1
duplicates,python,1
duplication,python,1
during,python,1
each,python,1
earlier,python,1
early,python,1
ease,python,1
easier,perl,1
easier,python,1
easily,perl,1
eclectic,perl,1
effect,python,1
effects,perl,1
efficient,python,1
efforts,python,1
eggs,python,1
elegant,perl,1
elegantly,python,1
elsif,perl,1
embed,python,1
embedded,perl,1
embedded,python,1
embraced,perl,1
employs,perl,1
enable,perl,1
enabled,perl,1
enabling,python,1
encapsulated,perl,1
enclosing,python,1
encoded,python,1
enforcement,python,1
engenders,perl,1
english,perl,1
enhancement,python,1
enhancing,python,1
enjoy,perl,1
enjoyable,perl,1
ensure,perl,1
enter,perl,1
enter,python,1
entered,python,1
entire,perl,1
entirely,perl,1
entry,perl,1
environment,perl,1
equivalents,python,1
errors,perl,1
essentially,perl,1
essentially,python,1
etc,python,1
eval,perl,1
evalulating,perl,1
events,python,1
ever,perl,1
everybody,python,1
everything,perl,1
evidenced,perl,1
evolving,python,1
exacerbate,perl,1
exactly,python,1
excessively,perl,1
execute,perl,1
executed,perl,1
executes,perl,1
exercise,perl,1
exhaustive,python,1
existing,python,1
exists,python,1
exit,perl,1
expecting,python,1
experimental,perl,1
explain,python,1
explanation,perl,1
explore,perl,1
explorers,python,1
expressive,python,1
expressiveness,perl,1
expressly,perl,1
expressly,python,1
extend,python,1
extending,python,1
extensibility,python,1
extension,perl,1
extension,python,1
extensively,perl,1
extent,python,1
external,python,1
extract,python,1
extracted,python,1
extremely,perl,1
exuberant,python,1
facilitate,perl,1
facing,python,1
fact,perl,1
failure,perl,1
falling,perl,1
family,python,1
faqts,python,1
fatal,perl,1
fate,python,1
favor,perl,1
favor,python,1
favored,perl,1
favoring,python,1
favors,perl,1
feature,perl,1
featured,perl,1
feel,python,1
feelings,perl,1
fewer,python,1
filesystems,perl,1
filters,perl,1
finalized,python,1
finance,perl,1
finder,perl,1
five,python,1
fixes,python,1
flaws,python,1
flexibility,perl,1
flexible,perl,1
floating,python,1
flow,python,1
fluency,python,1
flying,python,1
folding,perl,1
follow,perl,1
follow,python,1
following,python,1
follows,python,1
foo.set_x,python,1
foo.x,python,1
forced,perl,1
forcing,python,1
forgiveness,python,1
forgoes,python,1
forgotten,perl,1
fork,perl,1
form,perl,1
format,python,1
formats,python,1
formatting,python,1
forth,python,1
fortran,perl,1
fortran,python,1
fortunes,perl,1
forums,python,1
foundation,perl,1
four,perl,1
fourth,perl,1
framework,perl,1
framework,python,1
fred,python,1
freebsd,perl,1
freebsd,python,1
freely,perl,1
freenode,perl,1
frees,perl,1
freewheeling,perl,1
french,python,1
frequently,python,1
fully,perl,1
fun,python,1
functionality,perl,1
functionally,python,1
fundamental,perl,1
future,perl,1
g,perl,1
gain,perl,1
game,python,1
garbage,python,1
gauld,python,1
generating,perl,1
generic,python,1
german,python,1
getting,perl,1
give,perl,1
give,python,1
given,perl,1
given,python,1
gives,perl,1
glance,python,1
global,perl,1
gloria,perl,1
glue,perl,1
gnu,python,1
go,python,1
google,perl,1
google,python,1
gp2x,python,1
gpl,perl,1
graham,perl,1
grammar,perl,1
graphical,python,1
great,perl,1
greater,perl,1
greatest,python,1
greedy,python,1
group,perl,1
group,python,1
growing,perl,1
grown,perl,1
gui,perl,1
gui,python,1
guidance,perl,1
guide,python,1
guiding,python,1
guido's,python,1
hackers,perl,1
half,perl,1
hand,python,1
handles,perl,1
hard,python,1
harsh,perl,1
hasattr,python,1
hashable,python,1
having,perl,1
having,python,1
he,python,1
heads,perl,1
heard,python,1
heavily,python,1
help,perl,1
heuristics,perl,1
hiding,python,1
hierarchy,python,1
high,perl,1
highly,python,1
him,python,1
himself,python,1
historical,python,1
history,python,1
hobby,perl,1
holds,perl,1
hood,perl,1
horribly,perl,1
hostile,python,1
http,python,1
huffman,perl,1
human,python,1
humans,perl,1
humor,perl,1
humorous,perl,1
humour,perl,1
hundred,perl,1
hundreds,perl,1
idea,perl,1
identical,python,1
identifiers,perl,1
identifying,perl,1
ideology,python,1
idiomatic,python,1
ignored,python,1
ill,python,1
illegal,perl,1
immediately,perl,1
impact,perl,1
imperfections,perl,1
implementations,perl,1
implementations,python,1
implements,python,1
implications,python,1
implicit,perl,1
imports,python,1
impressive,perl,1
improve,python,1
improved,perl,1
improvements,perl,1
incompatible,python,1
incorrectly,python,1
incr,perl,1
increment,python,1
indent,python,1
indented,python,1
indenters,perl,1
independent,perl,1
index,python,1
indexing,python,1
indicate,perl,1
indicates,perl,1
indices,perl,1
industry,perl,1
industry,python,1
inefficient,perl,1
infinite,python,1
infix,python,1
information,perl,1
informed,perl,1
infrastructure,perl,1
init,perl,1
initialize,python,1
initialized,perl,1
initiative,perl,1
initiatives,python,1
input,perl,1
input_file,perl,1
ins,python,1
insensitive,perl,1
inserted,python,1
inside,perl,1
installations,perl,1
installed,perl,1
installers,perl,1
instances,python,1
integral,perl,1
integrating,python,1
integrity,perl,1
intellectual,python,1
intended,python,1
intensive,python,1
intensively,python,1
interacted,python,1
interactions,python,1
interesting,perl,1
interfaces,python,1
intermediate,python,1
internal,perl,1
internet,perl,1
interoperate,perl,1
interpolated,perl,1
interpret,python,1
interpretation,python,1
intersection,python,1
introduce,perl,1
introduce,python,1
introduces,perl,1
introducing,python,1
introductory,python,1
introspection,perl,1
introspection,python,1
invalid,python,1
invoke,perl,1
invoked,perl,1
invoked,python,1
invokes,python,1
irc,perl,1
irix,python,1
issue,python,1
it's,perl,1
items,python,1
iterate,python,1
iterated,python,1
iteration,python,1
iterators,python,1
itself,python,1
ix,perl,1
japh,perl,1
japhs,perl,1
jargon,perl,1
java,perl,1
job,perl,1
job,python,1
joined,python,1
joining,python,1
joke,python,1
jokingly,python,1
jon,perl,1
josh,python,1
journal,python,1
journals,python,1
journey,perl,1
jr,python,1
jump,python,1
jvm,python,1
keystrokes,perl,1
keyword,python,1
keywords,perl,1
kind,python,1
know,python,1
knowledgeable,python,1
knows,perl,1
l,perl,1
labeled,perl,1
labeled,python,1
labor,perl,1
lack,perl,1
lack,python,1
lambdas,python,1
lamp,perl,1
language's,perl,1
largely,python,1
larry's,perl,1
latest,perl,1
latter,perl,1
layout,python,1
leads,perl,1
leads,python,1
learning,perl,1
leave,python,1
led,perl,1
left,python,1
legitimate,python,1
length,python,1
lengthy,perl,1
less,perl,1
lesser,python,1
leveraged,python,1
lex,perl,1
lexical,python,1
libraries,perl,1
life,python,1
lighter,perl,1
likened,perl,1
limits,perl,1
lines,python,1
linguist,perl,1
linguistic,perl,1
link,perl,1
linked,perl,1
lister,perl,1
listing,perl,1
literary,perl,1
literature,python,1
little,perl,1
lived,python,1
llama,perl,1
local,perl,1
local,python,1
locally,python,1
located,python,1
logic,python,1
logos,perl,1
longest,perl,1
looked,perl,1
looking,perl,1
looks,python,1
lookup,python,1
looping,perl,1
loops,perl,1
lot,perl,1
lots,python,1
love,python,1
lrep,perl,1
lutz,python,1
machine,python,1
macintosh,python,1
macperl,perl,1
macros,perl,1
made,perl,1
made,python,1
mailing,perl,1
mailman,python,1
main,python,1
mainframe,python,1
maintainability,perl,1
major,python,1
management,python,1
mangling,python,1
manipulate,python,1
manipulation,perl,1
manner,perl,1
manner,python,1
manual,python,1
manuals,perl,1
mapped,python,1
mapping,python,1
mark,perl,1
markers,python,1
martin,python,1
matches,perl,1
materials,python,1
mathematics,perl,1
mathematics,python,1
mattered,python,1
matthew,perl,1
meanings,python,1
mechanism,perl,1
mechanism,python,1
media,perl,1
media,python,1
member,python,1
mention,perl,1
mentioned,python,1
merely,python,1
meshes,python,1
message,perl,1
meta,python,1
metaclass,python,1
metaclasses,python,1
metasyntactic,python,1
method,perl,1
methodology,python,1
million,python,1
mime,python,1
minimal,perl,1
minimalist,python,1
minutes,python,1
mirrored,perl,1
miscellaneous,perl,1
mistake,python,1
mixing,python,1
mixins,python,1
mixinsforpython,python,1
mn,perl,1
mnemonic,perl,1
mnet,python,1
mode,perl,1
model,python,1
modeled,python,1
moderately,python,1
moderator,python,1
modifer,perl,1
modified,python,1
modify,perl,1
modify,python,1
modifying,perl,1
money,python,1
monks,perl,1
mostly,python,1
motto,python,1
mottos,perl,1
move,python,1
moved,python,1
multi,perl,1
multiple,perl,1
multiply,python,1
mysql,perl,1
myths,perl,1
naïve,python,1
named,python,1
namespace,python,1
national,python,1
natural,perl,1
naturally,python,1
nature,perl,1
nauseam,perl,1
nearly,python,1
necessary,perl,1
need,perl,1
needed,perl,1
nested,python,1
netbsd,python,1
netherlands,python,1
networking,perl,1
never,perl,1
newline,perl,1
news,perl,1
newsgroup,perl,1
noise,perl,1
nokia,python,1
none,perl,1
nonprogrammers,perl,1
normal,perl,1
normal,python,1
normally,perl,1
notably,python,1
notation,python,1
nrekcah,perl,1
nullifies,python,1
numbers,perl,1
numeric,python,1
numerical,perl,1
numpy,python,1
o'reilly,python,1
objective,perl,1
objects,perl,1
obscure,perl,1
obtained,perl,1
occasional,python,1
occasionally,python,1
occur,perl,1
offensive,python,1
offer,perl,1
offering,python,1
official,python,1
old,perl,1
old,python,1
once,perl,1
ones,python,1
ongoing,python,1
oo,perl,1
open,perl,1
openbsd,python,1
operate,perl,1
operation,perl,1
operator,python,1
opinion,perl,1
opposite,perl,1
opposite,python,1
optimization,python,1
optimizations,perl,1
optimized,perl,1
ord,perl,1
ordered,perl,1
ordered,python,1
ordering,python,1
ordinary,perl,1
organization,python,1
orientation,python,1
origin,perl,1
origin,python,1
original,perl,1
originally,python,1
orwant,perl,1
os's,python,1
oscon,perl,1
others,python,1
otherwise,perl,1
outdo,perl,1
output_file,perl,1
outsiders,perl,1
overall,perl,1
overloaded,python,1
overview,python,1
owned,python,1
owns,perl,1
p:close,perl,1
package,perl,1
package,python,1
packaged,perl,1
page,python,1
palindrome,perl,1
palm,python,1
panoply,python,1
paradigm,perl,1
paradigms,perl,1
paradigms,python,1
paradox,perl,1
parallels,python,1
parameter,perl,1
parameter,python,1
parses,perl,1
parsimonious,python,1
participants,perl,1
particularly,perl,1
particularly,python,1
pascal,python,1
passing,python,1
passionate,perl,1
past,perl,1
pastime,perl,1
pathologically,perl,1
paul,perl,1
pause,perl,1
pc,python,1
pe,perl,1
peeking,perl,1
peephole,perl,1
pep,python,1
perceived,python,1
perennial,python,1
perform,python,1
performance,perl,1
performing,python,1
performs,perl,1
perhaps,perl,1
period,perl,1
perl.com,perl,1
perl's,perl,1
perl1,perl,1
perl5,perl,1
perl5xydelta,perl,1
perl6,perl,1
perlcast,perl,1
perldoc,perl,1
perldoc.perl.org,perl,1
perlfunc,perl,1
perlmonks,perl,1
perlre,perl,1
perlsyn,perl,1
persistent,perl,1
persistent,python,1
person,perl,1
phase,perl,1
phases,perl,1
phrase,perl,1
physical,perl,1
piece,python,1
pipe,perl,1
pipes,perl,1
pirate,perl,1
pl,perl,1
plan,python,1
plans,perl,1
plans,python,1
platform,python,1
playful,python,1
podcast,perl,1
podcast,python,1
podcasts,python,1
poe,perl,1
poetry,python,1
point,perl,1
politeness,python,1
polymorphism,python,1
ponie,perl,1
poor,perl,1
popularity,perl,1
port,perl,1
portable,python,1
portal,perl,1
portal,python,1
portal:free,perl,1
portal:free,python,1
ported,perl,1
porters,perl,1
portuguese,python,1
position,python,1
positionally,python,1
positive,perl,1
potential,perl,1
power,perl,1
power,python,1
powered,perl,1
powerful,perl,1
powers,python,1
powers_of_two,python,1
practical,python,1
precede,perl,1
precedence,perl,1
precise,python,1
precision,python,1
preface,perl,1
preferred,python,1
prefix,perl,1
presented,perl,1
presents,perl,1
preserve,python,1
pressing,perl,1
prevailed,perl,1
prevalent,perl,1
price,perl,1
primes.append,python,1
primitives,perl,1
principal,python,1
principle,perl,1
principles,perl,1
principles,python,1
print,python,1
private,perl,1
pro,perl,1
problems,perl,1
problems,python,1
process,python,1
processes,perl,1
processing,python,1
processor,perl,1
prodigious,perl,1
professor,python,1
profiling,python,1
profit,python,1
program's,perl,1
programmable,python,1
programmer's,perl,1
progress,perl,1
progressbar,perl,1
prohibitive,python,1
project,python,1
projects,perl,1
promote,python,1
prone,perl,1
pronounced,perl,1
propagation,perl,1
properly,perl,1
properties,python,1
proponents,perl,1
proposal,python,1
proposed,perl,1
propound,python,1
proprietary,perl,1
protect,perl,1
protocol,python,1
protocols,python,1
proven,python,1
provide,perl,1
provided,python,1
psf,python,1
psion,python,1
public,perl,1
public,python,1
publishers,perl,1
punched,python,1
punctuation,perl,1
purity,perl,1
purposes,perl,1
purposes,python,1
push,python,1
put,perl,1
put,python,1
puts,perl,1
pydoc,python,1
pygame,python,1
pypi,python,1
pysol,python,1
pythoneers,python,1
pythonistas,python,1
pythonists,python,1
pythonphilosophy,python,1
pyui,python,1
qnx,python,1
queries,perl,1
question,python,1
quirk,python,1
quite,python,1
quotes,python,1
radical,python,1
rand,perl,1
randal,perl,1
range,perl,1
rapid,perl,1
rapidly,perl,1
rationale,python,1
readability,python,1
reader,python,1
readers,python,1
reading,python,1
real,perl,1
reasons,perl,1
recently,python,1
recursive,python,1
recursively,perl,1
redefine,python,1
redesign,perl,1
redirects,perl,1
redo,perl,1
reduce,perl,1
refer,perl,1
referenced,python,1
referential,python,1
referring,python,1
refers,perl,1
reflect,python,1
reflected,python,1
reflects,perl,1
regularly,perl,1
rehtona,perl,1
rejected,perl,1
rejected,python,1
related,perl,1
relational,python,1
relatively,perl,1
releases,perl,1
releases,python,1
relief,perl,1
rely,python,1
remains,python,1
repair,python,1
repeat,python,1
repeatedly,python,1
replaced,perl,1
replacement,python,1
reported,perl,1
represent,perl,1
represented,perl,1
republic,perl,1
required,python,1
requires,perl,1
requires,python,1
res,perl,1
research,python,1
reside,python,1
resolution,python,1
resource,python,1
resources,perl,1
responds,perl,1
response,perl,1
rest,python,1
reston,python,1
result,python,1
resulted,perl,1
results,python,1
retrieve,python,1
retrieved,python,1
returning,python,1
returns,python,1
review,perl,1
reviews,perl,1
rewrite,perl,1
rich,perl,1
rights,perl,1
risc,python,1
rising,perl,1
robust,perl,1
role,python,1
roll,python,1
rot13,perl,1
rough,python,1
roughly,python,1
routines,python,1
rubbish,perl,1
ruby,python,1
rule,python,1
rules,perl,1
running,python,1
russian,python,1
said,perl,1
satirizes,perl,1
satisfaction,perl,1
satisfactory,perl,1
saw,perl,1
says,perl,1
scan,perl,1
schedule,python,1
scheme,perl,1
schwartz,perl,1
scope,python,1
script,perl,1
scripting,perl,1
sdl,python,1
search.cpan.org,perl,1
second,perl,1
section,perl,1
security,perl,1
sed,perl,1
seeing,perl,1
seem,perl,1
self,perl,1
semantically,python,1
semantics,perl,1
sematics,perl,1
semi,python,1
sensitive,perl,1
separate,perl,1
sequential,perl,1
sequential,python,1
serious,perl,1
serious,python,1
serve,perl,1
server,perl,1
server,python,1
service,perl,1
serving,perl,1
sessions,python,1
set,perl,1
sets,perl,1
sets,python,1
share,perl,1
share,python,1
sharing,python,1
sharp,python,1
shell,perl,1
shells,perl,1
shibboleth,perl,1
shop,python,1
should,python,1
show,python,1
shows,python,1
side,perl,1
significantly,python,1
similar,python,1
similarities,perl,1
simplest,perl,1
simplifies,perl,1
simplify,perl,1
site's,perl,1
situations,perl,1
situations,python,1
six,perl,1
size,perl,1
slash,perl,1
sleep,perl,1
slicing,python,1
slogan,python,1
slow,perl,1
slower,python,1
slowly,perl,1
snippets,python,1
solaris,python,1
solicited,perl,1
solitaire,python,1
solutions,perl,1
something,perl,1
something,python,1
sometimes,perl,1
somewhat,perl,1
somewhat,python,1
soon,python,1
sort,perl,1
sort,python,1
sorted,python,1
sorting,perl,1
source,python,1
spam,python,1
sparc,python,1
sparser,python,1
specialized,perl,1
specific,python,1
specifically,perl,1
specified,perl,1
specifies,perl,1
specifies,python,1
specify,perl,1
specifying,python,1
speed,perl,1
spent,perl,1
sport,perl,1
spot,python,1
square,perl,1
stability,perl,1
stabilize,perl,1
stand,perl,1
standards,perl,1
stands,perl,1
starting,perl,1
starting,python,1
state,perl,1
state,python,1
stated,perl,1
statement,python,1
statements,perl,1
statements,python,1
states,perl,1
stopped,perl,1
stops,python,1
stored,python,1
story,python,1
straight,perl,1
strength,python,1
strengths,python,1
structures,python,1
struggled,perl,1
students,python,1
subclassed,python,1
subclassing,python,1
subexpression,python,1
subject,python,1
subscripting,perl,1
subsequently,perl,1
subset,python,1
substantial,python,1
substitute,perl,1
substitution,perl,1
substitution,python,1
successor,python,1
sufficiently,perl,1
suffixes,perl,1
suggested,perl,1
suggestion,python,1
suggests,python,1
suited,python,1
suites,python,1
superficial,perl,1
supplants,perl,1
supposed,perl,1
surpasses,perl,1
surprise,perl,1
surround,perl,1
surrounding,python,1
swearing,perl,1
swings,perl,1
swiss,perl,1
switch,python,1
symbian,python,1
symbolized,perl,1
symbols,python,1
symmetric,python,1
synopses,perl,1
syntactic,perl,1
syntactic,python,1
syntactical,perl,1
syntaxes,python,1
synthesizing,perl,1
tab,python,1
tables,perl,1
tablet,python,1
tail,perl,1
tailored,python,1
take,perl,1
take,python,1
taken,perl,1
talk,perl,1
tang,perl,1
tape,perl,1
tar,perl,1
targeting,perl,1
tasks,python,1
technical,python,1
techniques,perl,1
technology,perl,1
tedious,perl,1
television,python,1
tells,perl,1
ten,perl,1
termed,python,1
terminated,python,1
terminates,perl,1
terse,perl,1
test,python,1
tested,python,1
tests,python,1
text,python,1
that's,python,1
theme,perl,1
themselves,python,1
then,perl,1
theoretic,python,1
there's,perl,1
therefore,perl,1
therefore,python,1
things,perl,1
think,perl,1
though,perl,1
thousands,perl,1
threaded,python,1
through,python,1
throw,perl,1
throwaway,python,1
thus,perl,1
tidy,perl,1
tim,perl,1
timtowtdi,python,1
tiny,perl,1
titled,perl,1
tmtowtdi,perl,1
toady,perl,1
today,perl,1
today's,perl,1
tolerates,perl,1
tool,perl,1
tool,python,1
topics,python,1
toward,python,1
tr,perl,1
trademark,perl,1
tradition,perl,1
tradition,python,1
traditional,python,1
trained,perl,1
transcription,perl,1
transcription,python,1
transfer,python,1
transiently,python,1
translates,perl,1
translation,python,1
transparency,python,1
transparently,perl,1
transparently,python,1
trap,python,1
treat,python,1
treating,python,1
trends,perl,1
trick,python,1
tricks,python,1
triple,python,1
truth,perl,1
try,perl,1
tsuj,perl,1
tuned,perl,1
tutorial,perl,1
twice,python,1
twisted,python,1
tying,perl,1
typedefs,perl,1
typeset,perl,1
typical,perl,1
uc,python,1
ultimately,python,1
unaesthetic,python,1
unambiguously,perl,1
uncapitalized,perl,1
uncluttered,python,1
unconditional,python,1
understood,perl,1
undertook,perl,1
undesirable,perl,1
undifferentiated,perl,1
unfamiliar,python,1
unfinalized,perl,1
unflattering,python,1
unfortunately,python,1
unicode,perl,1
unicode,python,1
unified,python,1
unify,python,1
unindexed,python,1
uninitiated,perl,1
union,python,1
unique,perl,1
unique,python,1
unit,python,1
unixes,python,1
unnecessary,perl,1
unpredictable,perl,1
unusual,perl,1
unwary,perl,1
upcase,perl,1
updated,python,1
uppercase,perl,1
urruu,perl,1
usage,perl,1
useless,python,1
usemodwiki,perl,1
usenet,perl,1
usr,perl,1
usually,perl,1
usually,python,1
v3.0_0505,perl,1
v5,perl,1
validly,python,1
valued,perl,1
variant,perl,1
variants,perl,1
varied,perl,1
variety,python,1
various,perl,1
vary,perl,1
verisign,perl,1
versa,python,1
verysign,perl,1
vice,python,1
video,perl,1
video,python,1
view,python,1
virginia,python,1
virtual,python,1
virtue,perl,1
visual,python,1
vms,python,1
vxworks,python,1
wait,perl,1
walking,perl,1
want,python,1
wanted,perl,1
wants,python,1
we,python,1
we're,python,1
websites,perl,1
weighting,perl,1
well,perl,1
went,perl,1
whether,python,1
whitened,perl,1
whose,python,1
widespread,python,1
wife,perl,1
wiki,perl,1
wikipedia,perl,1
wish,perl,1
within,perl,1
word,perl,1
wording,python,1
working,python,1
works,python,1
workshops,python,1
world's,perl,1
worldwide,perl,1
would,perl,1
write,python,1
writes,python,1
writing,python,1
wrong,perl,1
www.cpan.org,perl,1
wxpython,python,1
x.y,perl,1
xbmc,python,1
xbox,python,1
xinu,perl,1
yacc,perl,1
year,perl,1
year,python,1
yields,perl,1
yields,python,1
you're,python,1
your,perl,1
your,python,1
z,python,1
zaurus,python,1
zope,python,1
